"gene","p-adj-2-1","p-adj-3-1","p-adj-3-2","p-adj-4-1","p-adj-4-2","p-adj-4-3","p-adj-5-1","p-adj-5-2","p-adj-5-3","p-adj-5-4","mean-1","mean-2","mean-3","mean-4","mean-5","SEM-1","SEM-2","SEM-3","SEM-4","SEM-5","Q1-1","Q1-2","Q1-3","Q1-4","Q1-5","Q3-1","Q3-2","Q3-3","Q3-4","Q3-5","count-1","count-2","count-3","count-4","count-5","probe"
"ZNF671",0.856752867133824,0.395124988826115,0.0465120248493044,0.829582155946576,0.150907171804402,0.85219538666764,5.90962865976152e-07,0,0.010907739193602,3.21254061130816e-06,164.908050364964,179.27715,135.705592079208,150.722065447154,82.8020116438356,8.19855656632719,11.8504993531725,10.469662518041,9.36364451589297,6.33866892055922,105.0642,74.3159,42.4205,59.6562,30.487025,217.3913,229.820425,200.3551,198.878575,104.35385,137,174,101,246,146,"cg19246110 cg23857226"
"ZNF416",0.913015364958147,0.932091820345635,0.999998255614667,0.998872955257362,0.956933118594924,0.968326158530145,0.999999073598312,0.890053374973815,0.915793711596604,0.997608708482076,144.593401459854,151.618506321839,152.092331683168,146.645650813008,144.208814383562,5.012275670469,7.74376187088013,5.25226910782829,4.00024713171499,5.40120425230115,109.7443,107.2452,117.238,109.735925,100.573525,172.6248,164.5176,183.868,171.6597,169.4645,137,174,101,246,146,"cg01947224"
"ZNF586",0.0935889143876494,0.995205760412672,0.335526760250617,0.492697927164605,0.78397010073795,0.846210521639279,0.0212961499863741,1.22567407223606e-07,0.01337775180843,4.43812250328079e-06,237.821196350365,274.883075287356,244.447338613861,260.146332520325,190.896663013699,10.7197387855775,11.6425885346439,9.90406130492691,9.25563686634517,7.46229987189468,164.8523,189.519225,172.8075,176.6025,134.2282,273.8516,300.559775,291.9187,303.324125,231.1879,137,174,101,246,146,""
"ZNF446",9.01458309521264e-06,0.999505565032416,2.41786678962796e-05,0.0242077347348965,0.093452380226785,0.0282287945461773,1.90621556952486e-05,0,0.000302290760881618,0,260.703113138686,348.637517241379,256.271506930693,310.236461382114,171.958482191781,9.0686242277283,15.0328518753359,10.8037099610579,12.1165743395523,6.79059118056304,186.6109,248.58355,183.062,218.196675,113.569475,326.5056,387.59485,321.6922,353.719175,218.200625,137,174,101,246,146,"cg11806389 cg19649173"
"ZNF8",0.996258210128487,0.984244645050604,0.999444661967071,0.31447871186395,0.476960235844549,0.789768454430546,0.0248553540049783,0.0433537053583622,0.180843631204531,0.598726572503152,108.067766423358,110.48625,112.114547524752,119.89695,128.681523972603,3.09645973049229,3.94856407962272,4.4993622524878,4.75644040091635,4.81104434424111,84.5581,76.03235,81.3276,83.57485,86.764525,129.8816,129.5868,131.3367,141.2481,156.384275,137,174,101,246,146,"cg07122126 cg27649653"
"ZNF264",0.297531436723493,0.999999999787547,0.388211080084221,0.798675241346804,0.83868231583988,0.849936360545604,0.00418641203860681,1.59151633649657e-07,0.0113445900236198,3.36948150336802e-06,949.95742189781,1049.89190574713,949.630140594059,1003.59174634146,761.142373972603,29.818911550333,34.4759079533765,36.4139593581061,37.0497173969511,25.9151826950955,773.3083,781.174175,693.3253,735.778225,568.997325,1104.3478,1178.657925,1154.0935,1121.215675,934.0719,137,174,101,246,146,"cg08504049 cg16636110 cg20715764 cg22307908"
"ZNF213",0.000469244438088823,0.458361485366883,5.91249786796588e-07,0.772035190144627,0.00522613218026613,0.0318517523985471,0.0580371236471925,0,0.936983155054844,0.000244111069160002,742.562141605839,894.783912068965,671.421215841584,783.058431300813,638.559584931507,25.9653354280364,29.7422588477346,23.7390369160756,21.0697923119526,25.2454443846297,544.3038,621.864,520.0789,553.379525,439.24515,873.6304,1069.022175,786.8139,953.689575,765.253125,137,174,101,246,146,"cg01449415 cg19703826"
"ZNF343",0.997241206764124,0.999996351902781,0.999257320390199,0.70673748274382,0.397896502345209,0.739520423792045,0.975946696953641,0.867712684522555,0.973470437719144,0.971171507526047,330.866130656934,334.913834482759,331.741183168317,316.548179268293,323.419841780822,8.5350776103861,7.55469981401429,12.5910528380054,6.52186596647527,8.76624211285858,269.0476,262.54415,248.3004,252.17355,244.20635,372.3292,387.2141,393.9983,366.717825,388.92205,137,174,101,246,146,"cg07355551 cg07889201"
"ZNF302",0.027399086004581,0.048153083379004,0.999699568117193,0.612078357351791,0.338163686375986,0.395168403497258,0.525725612016704,3.8609387558175e-05,0.000268426225791818,0.0114030388515629,718.692189781022,838.898731609195,847.459663366337,772.947660569106,652.523923972603,22.2852474287708,21.9359393488393,64.4996327851984,19.1828630212861,25.788889129517,555.8453,630.152975,576.2138,562.52,451.689625,877.8105,1006.73725,973.3085,914.031525,765.665475,137,174,101,246,146,""
"ZNF268",0.95724573371007,0.99867321247332,0.885859847180852,0.649198503434836,0.963235143066131,0.535029253306996,0.00772743491341532,0.000229945101504869,0.0429404980991919,2.50520132061283e-06,478.702405839416,494.68283908046,471.352806930693,507.969340243902,398.84167739726,13.4161761033739,14.2268695563702,26.5244286802701,13.9337270308521,13.7192971898526,364.7821,378.762075,267.7376,360.472325,278.052075,562.5736,612.702475,668.8291,619.07285,488.42495,137,174,101,246,146,""
"ZNF184",0.914046593365416,0.274266288577327,0.0352444662088507,0.999990736670311,0.822657601030682,0.208062229886247,1.36923094278263e-05,1.88092514896709e-08,0.101252962051772,6.39210562369819e-07,321.733754744526,309.074340229885,355.596002970297,322.842749593496,396.989044520548,8.31168543384663,7.15572725574069,13.2011267846209,6.64534399446009,17.2088416479288,264.9116,253.614625,268.121,253.478775,262.598375,363.7999,351.36325,432.2514,383.5258,485.09505,137,174,101,246,146,"cg01371258 cg03029060"
"ZNF500",0.00532959814640832,0.991932044999765,0.00293205493834159,0.542043273321664,0.136616788601043,0.331860375292234,4.88890450411894e-06,0,0.000274812685670422,0,279.552287591241,320.869979310345,273.443505940594,296.674067479675,216.314167123288,8.33065952290287,8.61932344663466,10.6234729669667,6.49207034454748,8.625996190083,210.2984,234.684675,200.1981,219.4088,155.273,331.2721,391.1943,320.4333,355.94725,246.0389,137,174,101,246,146,""
"ZNF419",0.757830804458669,0.80729089957924,0.999995630410825,0.664418197958229,0.999993095850559,0.999999999132777,0.739873934791815,0.999989341773812,0.999999999165114,0.999999973178553,184.872362773723,199.756413218391,200.664946534653,200.563122764228,200.775404794521,7.38012729562162,10.0207135750288,8.7207223934095,7.16831309082591,8.95223776937609,134.8066,136.0366,143.2477,141.998925,134.54525,218.622,236.28165,246.7412,238.4695,245.781,137,174,101,246,146,""
"ZNF175",0.924603597898383,0.842724636110689,0.359491828325611,0.999820964459144,0.792769574368103,0.860559126568075,4.31718104116907e-05,1.31094055721981e-07,0.0120826987479157,4.36347407761772e-06,183.562215328467,193.731185632184,168.926925742574,181.615552845528,123.825410958904,6.18254034500024,8.92850119381695,9.65990822330567,8.4920625619232,6.96280661697113,144.1207,139.33495,113.1148,118.449575,59.99485,218.0737,217.7095,204.8737,212.166625,172.992975,137,174,101,246,146,"cg01369850 cg17592734"
"ZNF14",0.999911047805657,0.999670453621123,0.997307768590971,0.467704072780749,0.299515853093598,0.710883966957342,0.0118380052870695,0.0037243761976018,0.0471224720952346,0.277063883123328,289.901010948905,291.543981034483,287.278094059406,271.989635365854,250.895901369863,7.55243744123949,7.100633262486,13.2577328117109,6.00077570828306,9.19209515807564,231.7302,226.03195,200.0552,203.906125,181.5713,344.777,343.60975,350.159,329.754275,302.03525,137,174,101,246,146,"cg13714039 cg20638426"
"ZNF85",0.995843082045803,0.794864715775815,0.919669270263706,0.703722502984619,0.878630195834155,0.999984641959274,0.18627305912702,0.299298671041082,0.907370216826307,0.761694448380108,172.165080291971,175.575816091954,183.919644554455,183.062863414634,192.926834931507,5.73093313027174,4.72327982376614,6.8255076465073,4.74409042185072,9.68768828922134,129.8011,133.180725,144.2786,137.04955,126.056325,204.5089,206.43485,214.3382,214.3963,240.414075,137,174,101,246,146,"cg15690721 cg22665276"
"ZKSCAN1",0.99169347158994,0.655188860357014,0.355874110167411,0.759321579921331,0.378447222005828,0.99246818545833,0.000421337244454811,0.000990850543031274,3.22308216227363e-06,4.98287675565479e-08,1831.17958394161,1774.8535,2027.29855841584,1970.49593861789,1292.77195616438,88.279032063534,83.8343993498172,116.808876898434,81.6079433743884,59.0276614195329,1086.9856,991.50215,1123.7179,1065.254875,735.7,2415.3226,2274.584775,2776.9191,2596.275,1618.94455,137,174,101,246,146,"cg03429034 cg26670626"
"ZNF862",0.999873476564433,0.718054389456974,0.764868069461602,0.999712146779683,0.995502234049011,0.520301714541282,0.601919636734989,0.64755449155052,0.9999985454908,0.355292988612017,538.434126277372,533.212517241379,489.540257425743,544.427878861789,487.607718493151,22.8180125049287,20.5430872898203,34.0009052230274,19.6591466791127,24.7631653006946,363.2426,329.913125,265.5614,324.4049,283.947175,673.0988,665.00115,607.3251,668.9262,666.69675,137,174,101,246,146,""
"ZNF684",0.999971951252097,0.167205176662144,0.163004679847468,0.237974861545262,0.222328338409175,0.971435841816241,0.00531252198912235,0.00167443961994262,7.04765001025009e-07,1.71975598206586e-08,55.4699160583942,55.2117195402299,49.187197029703,50.7634134146341,64.2601308219178,1.46338370970479,1.2945201946106,2.34866289253465,1.12892974481666,2.60415805236097,44.3387,43.07895,35.8153,37.664725,46.198525,63.2676,65.33255,59.5089,60.988375,76.8227,137,174,101,246,146,"cg06211871 cg10521267"
"ZNF430",0.760037998431745,0.999991622713927,0.772041456053365,0.99999948754348,0.622584823948413,0.999998394415304,0.908660549706724,0.998529013844716,0.905541559243935,0.842680972420284,170.346468613139,161.102367816092,171.044997029703,170.628692276423,163.297808219178,5.16065584930017,4.70768864619391,7.4191896493511,4.14883555613023,6.76957779381077,132.3714,119.457575,127.9213,123.685425,105.393525,203.3021,204.722725,206.9398,214.239625,200.054425,137,174,101,246,146,""
"ZFP30",0.38460103103419,0.00416682187222928,0.23772772842127,0.226063950437531,0.999694939705636,0.256489678565623,0.958567513579325,0.815760982078712,0.0285335150752835,0.663129635401613,316.713634306569,350.248818390805,392.741240594059,353.386124390244,330.241476712329,13.7569934573687,11.0172940219408,18.7091149711759,8.33849303153209,17.8894044171713,236.9722,241.6887,273.7823,266.7442,219.327425,359.0299,427.28655,450.9621,422.081825,372.34805,137,174,101,246,146,""
"ZNF549",0.981173792687484,0.979428377034556,0.803949499169776,0.992067968537985,0.999832395287366,0.840969779837067,0.886636935254722,0.531492717314876,0.998757983416455,0.558726062562369,242.26364379562,252.472116666667,230.258642574257,249.840017479675,224.552767123288,10.6267785616105,15.4657656933161,13.2250871747883,11.2226346068368,9.65416054180487,169.863,143.5655,140.5685,143.76645,147.59795,302.7111,311.352925,320.2485,326.927775,271.859675,137,174,101,246,146,"cg06458239 cg07054095"
"ZNF211",0.887779038049937,0.556002909233948,0.109222611100847,0.97781884764136,0.440287570413752,0.778737729743732,0.206995434654952,0.0123772442418904,0.992871914841584,0.353716649950331,252.364291240876,268.045181034483,222.922345544554,243.153206910569,214.649399315069,9.15805624877918,15.8691690447796,8.79167162859052,10.0450577127657,8.818768139866,185.4019,169.925575,151.0791,167.52105,136.3559,302.7984,305.750025,258.9023,276.11535,288.470325,137,174,101,246,146,"cg05908775 cg27143938"
"ZNF205",0.000710491642955002,0.999265694662066,0.00103713465434818,0.598883668039528,0.0207950722597541,0.517446960968592,0.966272965581137,2.45208135958297e-05,0.996563989415508,0.174600645341658,271.311169343066,336.72185,266.783000990099,293.46035,260.157740410959,11.1996871590333,11.7722742092978,12.8701301965544,8.75299245072044,13.2698219167894,192.5474,237.339775,194.8565,193.855625,159.026575,328.6011,417.103275,320.5792,363.09595,304.457325,137,174,101,246,146,""
"ZNF45",0.99585257767492,0.780175916237083,0.910071509670238,0.975637564239796,0.999559777493737,0.947698890064777,0.774218792054422,0.491660956277918,0.169507166274286,0.302666300737573,327.206359124088,333.223950574713,348.456931683168,336.169886585366,307.752751369863,8.43973217203091,15.9616022423121,12.5040381299041,6.98742264664091,10.5752421725773,258.6304,243.87575,250.3222,258.4455,216.72715,388.9003,398.88275,435.0163,402.844575,379.392575,137,174,101,246,146,"cg00185103 cg00410831"
"ZNF133",0.995199949200422,0.857722001550835,0.629583243269728,0.622727894967767,0.285411078512322,0.999829731032097,2.15506768130869e-06,3.30126106606876e-06,8.05398006065161e-08,0,284.852444525547,290.907815517241,267.027005940594,264.346712601626,369.831119178082,9.15956368169097,10.7241822587719,13.5495461206087,6.16498749599832,16.4722884867538,209.8139,211.913475,184.3088,204.389975,232.164425,321.9605,326.887925,306.5421,316.48805,449.842975,137,174,101,246,146,"cg14858551 cg26446827"
"ZNF436",0.000682787020662268,2.06620171727678e-06,0.347824184014435,7.52080317771853e-05,0.999222200409121,0.403982824116417,1.75959626398381e-05,0.837724750895391,0.902727019543777,0.902825314787923,1208.18440072993,1025.26560977011,932.616993069307,1015.58474349593,978.532504794521,30.6692095990819,26.7149689260158,38.3394990821297,23.9644942894164,43.5464065559508,973.6977,795.28005,666.4016,741.733,623.883425,1431.1566,1223.319,1049.941,1238.2492,1154.985175,137,174,101,246,146,"cg10347418"
"ZNF484",0.752748566664469,0.999592611112986,0.905434702719908,0.916584090787767,0.149162544438142,0.859298811240968,0,0,0,0,107.177279562044,112.930874137931,108.318118811881,103.391045121951,70.9425698630137,3.33611533804304,3.43434982713269,4.4442813068305,2.59834151501521,3.39853172426164,80.3516,79.4237,75.7927,74.60285,41.404375,133.9284,134.8897,134.5331,128.731825,95.18875,137,174,101,246,146,""
"ZNF780B",0.770730401612847,0.845396951283092,0.205882817432959,0.966193573305115,0.968004766535972,0.420731649239578,0.487565051225101,0.984730023902674,0.0871235436450213,0.766232745026211,330.5123,306.297201724138,354.872331683168,317.868483333333,295.56854109589,20.5578520122498,10.2959631739761,26.5063707657165,8.91910134324874,12.7702172188815,222.5965,201.92915,212.9864,215.270375,185.7681,411.9287,378.773975,429.6358,387.816325,376.811325,137,174,101,246,146,""
"ZNF557",0.999987643927656,2.42327182629065e-05,5.30990490821281e-06,0.956261936172316,0.913549036492091,4.10460078346109e-05,0.965169355770695,0.935070750291813,0.00028109890206296,0.999999708249942,214.209738686131,213.314434482759,270.966374257426,221.024116666667,221.344882876712,4.96746209275151,5.33433602225333,15.2079254745278,4.44024631007322,9.23028090649173,172.4836,161.5849,183.8337,171.102325,153.272425,255.9677,259.6197,295.0127,263.647825,279.204525,137,174,101,246,146,""
"ZNF337",0.0841416309109254,0.0327384655437197,0.954215497496665,0.714437281791685,0.521086372837395,0.237547484909326,0.999692274921698,0.123202803033424,0.0483924806568721,0.822586148970576,469.654824087591,532.089774712644,551.246846534654,498.677567886179,474.598096575342,14.2924533180658,14.9316436653906,25.3925371647128,13.101051399206,21.5059933876543,363.2786,411.261025,370.3215,356.216,312.64695,552.1604,621.38425,689.1414,609.6935,567.2572,137,174,101,246,146,"cg04871004 cg22125922"
"ZNF317",0.979550509718049,0.178377294309383,0.0380379109991893,0.999170812017691,0.888355284168798,0.171469402120307,0.283250637326906,0.060449753278484,0.993006026075081,0.273326157048762,789.558189051095,772.089806896552,867.370484158416,796.655882926829,852.47612739726,12.9477082640764,12.4406232533094,37.4736447682915,12.6349768570394,35.1784215283815,687.6104,682.21665,701.1881,669.850975,618.269725,857.9708,882.37085,949.8424,899.3925,984.870625,137,174,101,246,146,"cg05357320"
"ZNF426",0.260984057740187,0.999985940519796,0.407385857985556,0.976594297129853,0.443544678615984,0.992647171454257,0.913869092446353,0.0269072131007977,0.906589350747299,0.515487065215264,163.671465693431,144.141710344828,162.682057425743,158.32825203252,172.288656164384,6.59587877274029,5.5223986502044,9.06042988066888,5.11021545436836,8.79487399320702,110.0733,87.075525,95.2523,103.672525,96.666025,214.8776,200.87545,216.5642,203.71965,222.291,137,174,101,246,146,"cg12104707 cg25438415"
"ZNF331",0.995522998567029,0.962995800804364,0.996658724804268,0.882404705126497,0.979504148080264,0.999974654731101,0.793007327304981,0.929073404796484,0.996538925098088,0.997577646075754,500.291281751825,489.435644252874,478.411467326733,475.378569512195,466.901700684931,20.3391240517752,22.1336477121089,22.269584559915,15.6482090016021,18.7866610149627,371.7482,353.4049,348.0176,338.91015,313.5555,593.8967,557.919075,569.4662,551.5221,575.7912,137,174,101,246,146,"cg15205507 cg16969623"
"ZNF227",0.999153191340551,0.98600454080049,0.997960493336971,0.998377287158571,0.99999983835302,0.998113166233832,0.894802339078868,0.955049032175151,0.997952174373448,0.949184390830157,334.683395620438,338.71216954023,344.231217821782,339.119926422764,349.947276712329,8.05084912421015,14.7436739732399,11.5491133244643,7.78141708194181,12.4809699754836,284.3002,267.240425,267.787,259.73515,247.245,379.8522,382.2334,408.885,391.7017,420.485,137,174,101,246,146,"cg03747695 cg24443885"
"ZNF141",0.25107343145635,0.076798314381337,0.918429546541737,0.0442443040071983,0.967413304650884,0.996898605220245,0.0118506783402741,5.74409234621598e-07,3.60825814116339e-07,0,85.8355467153285,94.9372666666667,99.0502198019802,97.4445105691057,70.8510287671233,2.55443075806427,2.83080479927484,4.57531593962127,2.65903095638611,3.27472005702082,62.4264,69.558625,66.9928,71.344725,44.7565,104.2416,113.435275,118.3108,121.955975,86.35035,137,174,101,246,146,"cg13108181"
"ZNF304",0.723753941947411,0.999948572880099,0.850963420097444,0.897499351666795,0.98992448588695,0.961976787077681,0.14358799439343,0.00202976641555508,0.164370939329211,0.00381568822492251,490.725553284672,531.219501724138,495.307852475248,517.956331707317,412.696913013699,17.8138014762865,27.5615176577127,18.6664000547188,21.1705370144054,15.7949781440376,376.3534,373.18825,358.2804,386.7498,275.573575,572.6812,595.799,616.3462,588.188925,501.568775,137,174,101,246,146,"cg07494047 cg17849956"
"ZNF132",0.272437063412506,0.000696528375633387,2.32161418978194e-08,0.770953505370619,0.00376105086900158,0.00696775140654371,0.973504593251204,0.0593198749258845,0.00480618157962454,0.987845447009884,87.6544102189781,99.8904385057471,59.4885405940594,80.9600166666667,83.744952739726,3.45471547187532,4.28053087895381,3.64951762619083,3.91080572552254,4.80318937458014,59.6095,61.89345,35.2707,48.043725,39.839175,111.8332,124.78525,71.212,94.24895,113.02805,137,174,101,246,146,"cg13877915 cg19776201"
"ZNF20",0.00379958201124009,0.655860584365975,0.365699793788837,0.281490749387085,0.283242792060522,0.998795347394816,1.57580523488798e-05,0,7.84986755597572e-08,0,192.900640875912,221.37412816092,205.410096039604,207.672416666667,152.456483561644,5.36976210054692,4.60632048181421,7.20158683583054,4.65007334135536,6.69356339669802,150.4843,179.33575,152.8264,162.995375,106.873475,230.6174,265.11685,250.4516,239.02465,175.48305,137,174,101,246,146,""
"ZNF670",0.769608712740352,0.999922293581701,0.887757097473087,0.936241624010789,0.185648865695623,0.912929325181632,0,0,1.03288266828372e-09,0,112.896565693431,104.582682758621,111.782703960396,118.081258536585,161.870313013699,3.80302046804253,3.37844528656151,6.71660081666328,3.64560371212432,7.63058912735495,81.9557,70.9624,75.9184,76.838825,99.6089,136.3627,136.08545,140.4893,148.331375,195.278225,137,174,101,246,146,"cg00666446 cg07448856"
"ZFP37",0.00642083838228014,0.325341287710111,0.794241663044357,0.311880988750207,0.340488108051786,0.996035697732308,0.999993394568087,0.00394379580479742,0.277032063615545,0.250519409212942,72.319105109489,56.1292655172414,61.9932801980198,63.8146280487805,72.6838691780822,2.9914892879495,2.89840920119434,4.67883092403254,2.72804413675322,3.77863195304605,46.5216,26.432175,22.9259,30.12755,40.6684,97.3583,78.9044,86.2818,88.4897,92.528325,137,174,101,246,146,"cg03454353 cg17749443"
"ZNF189",0.797293212305159,0.643501575832872,0.993380881713085,0.365657582524997,0.963900805374792,0.999966490883697,0.0141148746333671,0.176299874891572,0.556011902382699,0.406192166328767,576.828340145985,554.58603045977,545.391703960396,543.11903699187,511.331915753425,13.6342539300165,10.8404899129788,20.9163589586561,10.7421778632694,16.6711326741425,481.1754,456.765975,395.3006,411.936775,379.87445,662.3012,644.2308,651.2107,643.8551,584.656175,137,174,101,246,146,""
"ZNF434",0.00023202934034372,0.827756814636857,0.0452547881400192,0.408860985369057,0.0215402169212722,0.994771052718443,0,0,0,0,449.460631386861,516.117154597701,468.522775247525,474.962015447154,334.274703424658,10.5416779914509,12.1905221453053,15.1493515744089,8.79524798672362,8.54728721171081,355.2495,402.740725,363.6093,371.32615,266.48885,506.2606,613.81535,546.9907,544.256475,391.37045,137,174,101,246,146,""
"ZNF287",0.93165667615898,0.753053949838523,0.984496182088774,0.999995122972774,0.859151503774564,0.634281486709046,4.32622853685505e-06,1.09727371633284e-09,4.76689865358537e-08,1.33905947441448e-07,164.25617080292,171.090456321839,176.05213960396,163.710676422764,118.73100890411,5.4280990460964,4.83684430141878,11.9808831171761,4.50006882375618,5.26321387864109,120.4106,131.9929,108.2142,115.205775,75.73685,207.3293,204.881325,221.5218,200.236525,145.5694,137,174,101,246,146,"cg03565323 cg23423382"
"ZIM3",0.271091539959005,0.99999996365063,0.375797322939727,0.999999999439049,0.149570422082617,0.999999985708548,0.900638130805419,0.815134776573341,0.93128670233627,0.852615457166776,0.00236277372262774,0.134447701149425,0.00388613861386139,0.00279918699186992,0.063836301369863,0.00236277372262774,0.0881468234143693,0.00388613861386139,0.001981170529164,0.0406959406238443,0,0,0,0,0,0,0,0,0,0,137,174,101,246,146,""
"ZFP14",0.00317771397345512,0.190982213056701,0.853938171721702,0.233256838717632,0.310559728158009,0.982835030373151,0.003592616841534,0,5.78735475098568e-07,3.54001716829089e-09,281.541274452555,328.56636091954,314.190474257426,306.845795121951,233.02848630137,8.6385085852293,9.40860353006447,11.9999785442857,7.13389369558178,9.49540721028634,225.3684,238.69355,223.301,219.69935,153.28795,342.0765,407.07955,378.3319,378.3529,272.071925,137,174,101,246,146,""
"ZNF473",0.923936676183601,0.0668013566726492,0.265915737239014,0.32313433161167,0.813203433558714,0.746868776222291,0.000194542597955816,0.00206092296526394,0.702174748205644,0.0266214363769424,314.220354744526,328.881272413793,367.997861386139,345.702430487805,393.922237671233,11.2626684565207,12.2153980622952,15.427601361009,10.3837273179256,13.2848627507109,241.5133,237.281925,269.1286,252.18355,275.379575,352.3518,367.57905,435.2903,408.968375,484.57545,137,174,101,246,146,""
"ZNF614",0.97953639074669,0.13095995945923,0.295603229635151,0.999996379399488,0.976889197699628,0.0811277439811224,0.890496375173194,0.99497347043258,0.538533336822257,0.864632110310789,288.161066423358,300.975129310345,348.90663960396,289.490271138211,309.668132876712,11.5400306881054,15.8443942374648,35.5668936990015,9.6681267100881,11.1562135616212,215.9234,212.4684,203.1021,200.0422,219.9005,334.7344,334.815425,378.3784,340.880375,377.282775,137,174,101,246,146,"cg03293882 cg25776555"
